text,size
disconnected,1
discovered,1
disease,2
dismemberment,1
disputed,1
disreputebut,1
districtsit,1
divergent,1
diversity,1
divorced,1
dna,3
doctor,2
document,2
doe,1
done,3
dont,2
dos,1
doubled,1
downtown,2
dr,3
dramatically,1
draw,1
drive,1
drop,2
drug,3
drugstore,1
dutch,1
dwindling,1
dwyer,1
dysfunctional,1
early,1
east,1
eastern,1
eats,1
ecological,1
edifice,1
editing,2
effect,1
effort,1
egregious,1
either,1
elaborate,1
elder,8
elderly,2
elizabeth,1
ellison,1
emerge,1
emergency,1
emphasized,1
encountered,1
end,1
endangered,1
endowment,1
engulfed,1
enlist,1
enough,1
enroll,1
entire,2
entrance,1
entrepreneur,1
entry,1
equity,1
especially,1
essential,1
estimated,1
euro,3
euronext,1
even,2
eventually,1
ever,2
eversafe,1
everyone,1
everywhere,1
evolutionarily,1
example,3
exchange,1
excused,2
executive,1
executiveshe,1
exercisedbs,1
existing,1
expanding,1
expert,3
extinctionin,1
extinctstill,1
eye,2
eyeon,2
face,2
facebook,3
facility,4
facing,1
fact,2
factor,1
fair,1
fairi,1
fake,3
fall,1
fallback,1
false,2
falsehood,1
family,3
fantasy,1
far,3
fare,1
father,1
fear,1
federal,2
fee,4
feel,1
fellow,1
fence,1
fentonarctic,1
figuresamsterdam,1
filled,1
final,1
finally,1
financial,5
find,1
finding,1
fine,1
finland,1
first,3
fit,1
fitzpatrick,1
five,2
fix,1
flattering,1
florida,1
flow,1
followed,1
following,1
food,1
foolproof,1
forever,1
former,3
found,4
founder,2
four,3
fox,7
fragmented,1
francisco,1
fraud,5
fraudinhome,1
fraudjohn,1
freelance,1
friday,1
friend,9
fueled,1
fun,1
functional,1
fund,3
funded,1
furlong,1
future,1
gain,1
gained,1
generate,1
generation,3
generic,1
genetic,8
genuineive,1
geriatric,3
get,2
giant,1
give,2
giving,1
glowing,1
go,2
goat,1
going,2
goitalone,1
golfin,1
good,2
google,1
gotten,1
government,3
greater,1
greg,2
group,3
groupi,1
grow,1
growing,3
guilt,1
guilty,2
ha,11
hadley,1
hair,1
halfhour,1
happened,3
happens,1
hard,2
harder,1
hardik,1
harvard,2
hasnt,1
hasselgren,2
hateable,1
hated,1
haunt,1
havent,1
hazard,1
health,10
healthy,2
heard,1
hearing,1
heart,1
hed,1
hedge,1
hefty,1
helagsfjllet,5
helicopter,2
help,5
helping,1
hepatitis,3
herto,1
higher,4
highest,1
highprofile,1
hillary,1
himmr,1
hire,1
history,2
hiv,1
holmes,12
home,6
homedelivered,1
homemonitoring,1
honesty,1
honorary,1
horatio,1
hospital,1
hourmeanwhile,1
house,3
housing,5
houston,1
however,1
human,1
hunt,1
hurt,1
hybrid,1
ibex,1
ice,1
idea,1
illnessthe,1
im,2
immigrant,2
immigrated,1
impairment,1
implies,1
important,1
imprisoned,1
impulse,1
inbred,2
inbreeding,6
incapacitated,1
incident,1
include,1
included,2
includes,1
including,2
increasing,1
independent,3
indiathe,1
indicated,1
indigo,1
individual,3
information,2
initial,1
instructed,1
integrative,1
intensify,1
introduce,1
introducing,1
investigating,1
investigation,3
investor,8
involved,2
involves,1
involving,1
iona,2
island,1
isle,3
isolated,3
isolation,1
issued,1
itthe,1
ive,1
jacking,1
jennifer,1
job,1
john,2
jointly,1
journalist,1
jr,1
judge,3
junior,1
juror,2
jury,1
justice,2
kampalaa,1
keep,3
keeping,1
key,2
kid,2
kiwi,1
kiyo,1
know,3
known,2
lack,1
large,1
larger,1
larry,1
last,3
late,1
later,1
lauded,1
law,5
lawmaker,1
lawyer,9
le,1
lead,2
leading,1
leaguejudge,1
learn,1
led,2
lend,1
lenient,1
lesher,2
lessen,1
let,1
level,1
library,1
lie,2
life,6
like,1
likely,1
limelight,1
list,2
litter,1
live,2
lived,1
liver,1
livestheyll,1
living,2
lnqgomthe,1
local,3
lonely,1
long,4
longer,2
longevity,2
look,1
lost,1
lot,2
low,1
lowcost,1
lyft,1
made,2
magazine,1
magnate,1
magnitude,2
main,2
maintained,1
make,7
making,1
male,5
malfeasance,1
man,2
management,1
manager,4
many,7
marak,4
maria,1
marked,1
market,2
marketplace,1
marriage,1
marriagei,1
martin,3
mary,1
massive,1
masterminding,1
mate,1
material,1
matsumoto,4
matter,2
may,6
mccloy,1
mckechnie,1
meal,2
medevac,2
medical,6
medication,1
medicine,1
medium,2
member,5
membership,1
mental,1
mentally,1
metre,1
michigan,2
micro,1
middle,1
mids,1
might,1
migrated,1
milbank,1
mile,3
military,1
million,5
milliontheranoss,1
mind,1
ministrokes,2
ministry,1
mix,1
monitor,3
monitoring,1
montana,1
month,1
monthly,2
morphs,3
mostly,3
mountain,1
move,3
moved,3
moving,1
mr,18
multiple,1
multipronged,1
multitude,1
murder,1
murdoch,1
mylifesite,1
nationwide,1
nature,1
near,1
nearly,2
need,5
needed,1
needing,1
negotiate,1
neighbor,3
neighborhood,2
nephew,2
net,1
network,3
neuwald,2
never,4
new,10
newcomer,1
nextdoor,1
niece,2
noise,1
nonemergency,1
nonprofitat,1
north,2
northwell,1
norway,3
norwegian,1
note,1
noted,1
nothing,1
notice,1
noticed,1
notoriety,2
nowhere,1
number,4
nutsfor,1
obrienfew,1
odd,1
offer,1
offered,1
offering,2
office,1
officer,1
offspring,1
often,1
ok,1
old,1
older,5
ondemand,2
one,7
oneday,1
onestory,1
onsite,1
open,1
opening,1
opportunity,1
option,4
oracle,1
order,1
ordinary,1
organization,1
organized,1
originating,1
orphan,6
others,3
outcome,1
outright,1
outside,1
overallotment,1
overalthough,1
oversee,1
overtook,1
owned,1
pagedetermined,1
paid,1
pale,1
palliative,1
palo,1
panther,1
parent,1
parreporting,1
part,3
partner,2
past,1
pay,1
peddled,1
pension,1
people,14
pepperdine,1
per,2
percent,7
perfect,1
perform,1
peril,1
period,1
perseverance,1
personal,1
personality,1
peveler,10
pharma,1
phd,1
philadelphiabased,1
phone,1
photo,1
physical,1
piggly,1
pitch,1
place,1
plagued,1
plan,3
play,1
plea,1
pleased,2
plummet,1
point,1
population,10
populationsif,1
populationthe,1
positive,1
possible,4
possibly,1
post,1
potential,6
practical,1
premature,1
present,1
presented,1
president,1
presumably,1
prevalence,1
prevent,1
price,2
pricesben,1
pricing,2
prison,2
prisonboth,1
prisonin,1
private,1
probably,1
problem,2
proceeding,1
produced,1
product,1
professor,3
profile,2
program,3
projection,1
prosecution,1
prosecutor,4
prosecutorsafter,1
prosecutorstypically,1
protect,1
protection,1
proved,1
provide,2
provides,1
providing,1
provoke,1
provokes,1
public,3
published,1
pup,2
purported,1
pursue,1
put,3
question,2
quiet,2
raise,1
raleigh,1
ran,1
range,4
ranger,1
rapid,1
rare,2
rate,3
ravishing,1
reaction,1
reading,2
real,1
realistic,1
realityms,1
realized,1
really,2
recent,2
recipe,1
recipient,2
recognition,1
recommends,1
recreation,1
reduce,1
reduced,1
reduction,1
referred,1
refiles,1
regularlywith,1
rehabilitation,1
related,2
relative,1
relatively,1
released,1
relief,1
relieving,1
remain,2
remaining,1
remains,1
remarkable,1
remarried,1
remembering,1
reminder,1
remorse,1
removal,1
repaid,2
repair,1
repeatedly,1
reply,1
report,1
reported,1
represented,1
representing,2
reputation,1
requested,1
rescue,4
research,1
researcha,1
resident,1
resource,1
respect,1
respond,1
responsible,1
rest,3
restoration,1
resulting,1
retailer,1
retirement,2
retiring,1
revel,1
revenue,2
reviled,1
revoked,1
richest,1
ride,2
ridehailing,1
right,1
risk,3
robust,1
role,1
rolled,1
route,1
routine,1
royal,1
royale,3
rubenstein,2
ruledin,1
run,1
rupert,1
russia,1
safely,1
said,35
saidarctic,1
saidbut,1
saidkampala,1
saidmore,1
saidmr,2
saidms,2
saidmy,1
saidone,1
saidpeople,1
saidperhaps,1
saidwhat,1
sampled,1
san,1
sarah,1
say,4
saying,1
scam,1
scandal,2
scar,1
scattered,1
scheduled,1
school,2
schoolshe,1
scientist,2
sec,10
sector,1
security,2
see,1
seemed,2
selfreliance,1
sell,1
senior,2
seniorcarecom,1
seniorfriendly,2
seniorsfor,1
sent,1
sentence,1
sentenced,1
sentenceso,1
sentencing,2
series,1
service,9
servicesone,1
set,2
settle,1
settled,3
settlement,1
seven,1
sevenyear,1
several,5
severe,1
sex,1
shake,1
share,3
shareholder,1
sharein,1
shed,1
sheep,1
shes,1
ship,1
shkreli,10
shkrelis,9
shopping,2
shortlivedin,1
shouldnt,1
show,1
showed,1
signal,1
signed,1
silicon,2
since,2
single,5
site,1
situation,1
six,3
skillednursing,1
skipper,1
slatecolored,1
small,3
smirked,1
smith,2
snow,1
snowa,1
snowy,1
socalled,2
social,4
socialservice,1
society,1
solicitation,1
solitary,1
solo,1
something,1
sophisticated,1
south,1
southern,2
specie,1
spending,1
spoke,1
spokeswoman,1
stake,1
stand,1
standing,1
stark,1
start,2
started,1
startup,1
state,4
statement,5
status,1
stay,2
step,3
sterling,1
steve,1
still,4
stockholm,1
story,1
strand,1
strategy,2
street,1
stressing,1
stronger,1
struck,1
structure,1
struggle,1
struggled,1
student,1
study,5
studythis,1
subject,1
subpopulationmalin,1
suburban,1
successful,1
successthese,1
suggested,2
suggests,1
summer,1
supply,1
support,6
surprised,1
surrogate,1
survey,1
survival,3
survivalthats,1
survive,2
susan,1
suspect,1
suspended,1
swamp,1
sweden,3
swedenbut,1
swedish,1
sydney,1
sympathy,1
system,6
tab,1
tailender,1
take,2
taken,1
tarboro,1
task,1
taunted,1
taxdeductible,1
teach,2
technology,4
telegraph,1
tell,2
tend,1
term,2
test,2
th,1
thats,1
theory,1
theranos,8
theranoss,2
theyve,1
think,1
thinking,1
third,2
though,2
thought,1
thousand,1
threatened,3
threatening,1
three,5
throughout,1
thursday,1
tie,1
time,5
title,1
toby,1
told,2
toll,1
took,1
tool,1
torroella,1
totally,1
town,1
track,2
trading,1
traditional,1
transplant,1
treatment,1
tree,1
trevor,5
trial,1
trust,1
trusted,1
try,1
trying,2
turn,1
turned,1
tweed,1
twice,1
twitter,1
two,5
type,1
typical,1
typically,3
typo,1
u,1
uganda,2
ugandan,2
ultimately,3
uncertain,1
underarm,1
underarmtrevor,1
underway,1
unique,1
unit,3
united,1
university,4
unmarried,1
unprecedented,1
unrelated,1
unusual,2
unwanted,1
us,1
used,2
using,1
usually,1
vaccine,2
valley,2
value,1
variety,1
varsity,1
vegan,1
venture,1
verge,1
vice,1
victim,3
vilified,1
village,4
villain,1
viper,1
virus,1
volunteer,1
voting,1
vyas,1
wa,33
wake,1
walk,3
want,1
wanted,1
warner,1
washington,1
wealthy,1
wednesday,1
week,2
weird,1
well,1
wellpublicized,1
west,1
whether,5
white,3
whitecollar,3
wholesaler,1
whose,1
wide,1
wigglyms,1
wild,1
wildlife,1
wildly,1
winter,2
witch,1
within,1
without,3
wolf,2
wolfadding,1
woman,3
work,1
working,1
world,1
worried,1
worrying,1
worth,3
would,4
year,13
yearold,1
yearroundthe,1
york,1
young,3
younger,1
youngest,1
youre,1
youth,1
zealand,1
zoology,1
